Category,Subcategory,Name,Location,Website,Map Coordinates,Mobile Numbers
Business Services,Security Services,Ipak International Pvt. Ltd.,"New Baneshwor, Kathmandu, Nepal, Kathmandu",www.ipakintl.com,"27.6870551529552,85.3419551253319",9813702804
Business Services,Security Services,Gateway Suppliers,"Buddhanagar-10, Kathmandu, Nepal, Kathmandu",gatewaysuppliers.blogspot.com/,"27.6835850878315,85.3330206871033",9841879354
Business Services,Security Services,Eversafe Nepal Pvt. Ltd.,"Ravibhawan, Kathmandu, Nepal",www.eversafe.com.np,"27.6957379272746,85.290787377654",9851024094
Business Services,Secretarial Services,Manakamana Communication Service,"The 7 Storey Building (In front of Chabahil Stupa), Chabahil, Kathmandu Nepal, Kathmandu",www.mancom.com.np/,"27.7157163796568,85.3462922573089",9841445271
Business Services,Secretarial Services,Total Digital Photo Studio,"Duwakot Mode, Sallaghari, Bhaktapur, Nepal",totaldigitalphotostudio.wordpress.com/,"27.6777206409188,85.407445281744",9803297563
Business Services,Market Research,Wholesalenepal,"720 Thamel Marg, Kathmandu, Nepal",www.wholesalenepal.com,"27.7164266,85.3118850000001",9841815891
Business Services,Market Research,SEO Specialist Bibek | SEO Expert in Nepal,"Kutubahal, Chabahil, Kathmandu, Nepal",www.seobibek.com,"27.7137120829136,85.3426286747437",9843047672
Business Services,Market Research,Geospatial Innovation Solution (GIS) Pvt. Ltd.,"Chabahil-7, Gaurighat, Kathmandu, Kathmandu, Nepal",www.geospatialnepal.com.np,"27.7137449198021,85.3512232301",9851073570
Business Services,Market Research,Wholesale Asia,"GPO 8974 - CPC 552, Kathmandu, Nepal",www.onewholesale.asia,"27.7151556,85.3102194000001",9818677491
Business Services,Market Research,NEPBUD,"jwagal, Lalitpur, Nepal, Lalitpur",nepbud.com/,"27.6829568575891,85.3268600041313",9801978832
Business Services,Market Research,Quality Photocopy,"Ward No. 10, Saptagandaki Chowk, Bharatpur, Nepal",plus.google.com/+PitambarPoudel,"27.6838701076039,84.4337725639343",9845090256
Business Services,Market Research,Alpas Technology Pvt. Ltd.,"Dhobighat, Lalitpur, Nepal",www.alpas.com.np,"27.673895,85.30097",9851151336
Business Services,Market Research,Rewa Soft P. Ltd.,"Buddhisagar Marga, Baluwatar, Kathmandu, Kathmandu, Nepal",www.rewasoft.com.np/,"27.7283215221358,85.3281450714844",9851243682
Business Services,Market Research,Web Development Butwal,"Kalikanagar-11, Butwal, Nepal",www.webdevelopmentbutwal.com,"27.682011,83.463456",9840913043
Business Services,Market Research,Freelancer,"Baluwatar, Kathmandu, Nepal",niranjanpatel.com.np/,"27.7288356225857,85.3327087929393",9840411694
Business Services,Marketing,Nepgeeks Technology,"Putalisadak Kathmandu, Kathmandu, Nepal",nepgeeks.com/,"27.7032519,85.3236017",9869178426
Business Services,Marketing,Green Edge Technologies Pvt. Ltd. (GETS),"Aadrasha Marga, Newroad-8, Pokhara, Gandaki, Pokhara, Nepal",www.gets.com.np,"0,0",9856026092
Business Services,Marketing,Nepal Trekking Trails Pvt. Ltd.,"Naya Bazzar 17 Nepal, Kathmandu",www.nepaltrekkingtrails.com,"27.721841107012,85.3052051407226",9818852722
Business Services,Marketing,Wholesalenepal,"720 Thamel Marg, Kathmandu, Nepal",www.wholesalenepal.com,"27.7164266,85.3118850000001",9841815891
Business Services,Marketing,Visit Himalaya Treks Pvt.Ltd.,"Thamel marg, Kathmandu, Kathmandu, Nepal",www.visithimalayastrek.com/,"27.7172841113306,85.3117896616459",9851171527
Business Services,Marketing,Nature Explore trekking,"Thamel, kathmandu Nepal , Kathmandu",exploreinnepal.com/,"27.7148378227088,85.3093528747559",9851131287
Business Services,Marketing,Marketing In Nepal,"Gongabu, Kathmandu , Kathmandu, Nepal",marketinginnepal.com/,"27.7432542374326,85.3154166354579",9823861286
Business Services,Marketing,Rillmark Pvt Ltd,"Maitidevi, Setopool , Kathmandu, Nepal",rillmark.com/,"27.7030268478368,85.3358011116962",9840445753
Business Services,Marketing,Sharda IT Service Pvt. Ltd.,"Kupondole, Patan, Nepal",shardait.com/site/,"27.6862832451985,85.3178930282593",9841942407
Business Services,Marketing,MeroNetwork,"Thapathali Rd, Kathmandu, Nepal",www.meronetwork.com/,"27.6919881084221,85.3196203708649",9808213062
Business Services,Marketing,NEPBUD,"jwagal, Lalitpur, Nepal, Lalitpur",nepbud.com/,"27.6829568575891,85.3268600041313",9801978832
Business Services,Dry Cleaning,Prudential Services and Trading Pvt. Lt.,"chabahill, Kathmandu, Nepal",www.prudentialservices.com.np,"27.6908243595268,85.2902984619141",9840468618
Business Services,Dry Cleaning,Nepali Dhobi Pvt. Ltd.,"Gairidhara, Kathmandu, Nepal",www.nepalidhobi.com,"27.7203783629664,85.3262903377451",9863328470
Business Services,Dry Cleaning,Chamkilo,"Natole - 21, Pulchowk Gabahal Road, Kathmandu, Nepal",www.chamkilo.com,"27.6756184842612,85.3190276026726",9801199866
Business Services,Dry Cleaning,WECLEAN,"RAJMARGH CHAURAHA , DWARIKA HALL BUILDING, Butwal, Nepal",www.weclean.com.np,"27.6863174219765,83.4647424818115",9827428202
Business Services,Health and Safety,Yashoda Hospital,"Sheetalnagar, next to district post office, Nepalgunj, Nepal",Yashoda Hospital,"28.050173422128,81.6187799337898",9858024443
Business Services,Health and Safety,Smart Aerobics Fitness,"New Baneshwor, Janak Margh, Kathmandu, Nepal",www.smartaerobicfitness.blogspot.com,"27.6910333602422,85.3364217281342",9843178609
Business Services,Health and Safety,Folliderm Hair Transplant Clinic,"Baluwatar, Kathmandu, Nepal",www.folliderm.com/,"27.7239125107297,85.3299471905212",9851110443
Business Services,Health and Safety,Krishna international,"Udyog Marg, Hattiban, Dhapakhel, Kathmandu Valley,, Kathmandu, Nepal",www.krishnaintl.net,"27.6437365305347,85.3343889286499",9802540001
Business Services,Health and Safety,Global Wings Pvt. Ltd.,"Putalisadak, Kathmandu, Nepal",www.globalwings.edu.np,"27.7102787108462,85.3225708007813",9801062769
Business Services,Health and Safety,Number One Pest Control Pvt. Ltd.,"Janapath-6, Butwal, Nepal",numberonepestcontrolnepal.com,"27.6986521131579,83.4671473503113",9857037895
Business Services,Health and Safety,Bharatpur Hospital,"Bharatpur -10, Bharatpur, Nepal",www.facebook.com/omschitwan/,"27.6804023165098,84.4305968284607",9855064961
Business Services,Health and Safety,First aid care,"chabahil - 7, kathmandu, Kathmandu, Nepal",firstaidcare.com.np,"27.7210730494219,85.3525257110596",9808955347
Business Services,Health and Safety,Nobel Trade Concern Pvt Ltd,"Binayek Basti Marga, Balaju-16, Kathmandu, Kathmandu, Nepal",www.bmgroup.com.np,"27.7248471900375,85.3039789045411",9851050803
Business Services,Health and Safety,KRISHNA INTERNATIONAL,"Udyog Marg. Ward Number 1, Hattiban, Dhapakhel, Lalitpur 44700, Nepal., Kathmandu",www.krishnaintl.org,"27.6436036989903,85.3342665731907",9851056585
Business Services,Health and Safety,NEPAL SAFETY CENTRE PVT. LTD.,"Tinkune, Kathmandu, Nepal, Kathmandu",nepalsafety.com/,"27.6849691949688,85.3466987414361",9801109945
Business Services,Health and Safety,Nepal Speakers Bureau,"Kathmandu, Kathmandu, Nepal",nepalspeakers.com,"27.6056708264654,85.4248809814453",9843772688
Business Services,Health and Safety,Summit Trooper Treks & Expeditions Pvt. Ltd.,"Ward No. 1 Kingsway, Level 3 Landmark Apartments, Kathmandu, Nepal, Kathmandu",summit-trooper.com/,"27.713369,85.3255",9851030705
Business Services,Health and Safety,Radhakrishna Dental Center,"Gaindakot-5, Kaligandakichowk, Bharatpur, Nepal",www.drkrishnaregmi.com.np,"27.704757532575115,84.40634268532564",9855060098
Business Services,Health and Safety,Doctors House Call Service Nepal,"Kageshwori Manohara 44600, Kathmandu, Nepal, Kathmandu",doctorshousecall.com.np/,"27.705652438574766,85.37298691534444",9813165183
Business Services,Consulting,Vigorous IT Solution,"Chhorepatan-17, Pokhara 33700, Nepal, Pokhara",vigorousitsolution.com,"28.1914668394868,83.9507962451218",9816162802
Business Services,Consulting,Nepgeeks Technology,"Putalisadak Kathmandu, Kathmandu, Nepal",nepgeeks.com/,"27.7032519,85.3236017",9869178426
Business Services,Consulting,Landmark HR Consultant,"Maitidevi, Kathmandu, Kathmandu, Nepal",www.manpowersupplyfromnepal.com,"27.7314864600999,85.3178179264069",9813054004
Business Services,Consulting,Shera Sherpa Adventures,"Post Box - 3417 Kathmandu, Nepal, Kathmandu",sherasherpaadventures.com/,"27.7172327,85.3493279",9808160380
Business Services,Consulting,S. W. Nepal Pvt. Ltd.,"89 Krishna Dhara Marga Maharajgunj, Kathmandu, Nepal, Kathmandu",www.swnepal.com.np,"27.730373,85.324728",9813983367
Business Services,Business Centres,Tesla Air Conditioner,"Saibaba Marg,Banasthali, Kathmandu, Nepal",www.tesla.com.np,"27.7268672,85.2978239",9801164367
Business Services,Business Centres,Global Adventure Trekking,"44600 Chakshibari Marg, Kathmandu, Nepal",www.globaladventuretrekking.com,"27.7151227608729,85.3101682662964",9841485631
Business Services,Business Centres,Butwal automobile(butwal krishi yantra ghar),"butwal-5 , pulchowk , rupandehi, Butwal, Nepal",www.butwalkrishiyantraghar.com,"27.7113322604937,83.4640606416885",9857033906
Business Services,Business Centres,New Baba Service Center,"Siddhartha chowk 12, Biratnagar, Nepal",www.nbsc.com.np,"26.455980580258,87.2842586363372",9802781572
Business Services,Business Centres,Nplmarket,"banasthali, Kathmandu, Nepal",www.nplmarket.com,"27.7216087613873,85.2946717618033",9823474650
Business Services,Business Centres,KHADKA HARDWARE CONCERN PVT.LTD,"BASUNDHARA, Kathmandu, Nepal",Www.Facebook.com/KhadkaHardwarecon.,"27.7398620520514,85.3275221586227",9860107531
Business Services,Business Centres,Mobiland electronic pvt ltd,"kritipur, Kathmandu, Nepal",www.mobilandelectronic.com,"27.6592036443079,85.2789688110352",9861087804
Business Services,Business Centres,BaleyoStore,"Newroad Gate, Kathmandu, Nepal, Kathmandu",www.baleyo.com/,"27.7031024727529,85.3134848177433",9843075040
Business Services,Business Centres,ICS POKHARA CENTRE,"Chipledhunga, Pokhara, Gandaki Zone, Nepal, Pokhara",icspokharacenter.com,"28.2241483793265,83.9894724634459",9856072858
Business Services,Business Centres,Tourist Link Treks & Expedition Pvt. Ltd,"Narsing Chowk, Thamel , Kathmandu, Nepal",www.touristlinktrek.com,"27.700769,85.30014",9851268523
Business Services,Business Centres,Tamrakar Corporate Group (TCG),"Mibachhen 15, Bhaktapur, Bhaktapur, Nepal",www.tcg.com.np,"27.6760697981401,85.4247415065765",9851194085
Business Services,Cleaning Equipment & Services,Metro Pest Control Service,"Dhapasi, Kathmandu, Nepal",www.metropest.blogspot.com,"27.76770958783,85.3273773193359",9863553355
Business Services,Cleaning Equipment & Services,Modern Cleaning,"Balkumari-9, Lalitpur, Nepal",www.moderncleaning.com.np/,"27.7015339435638,85.3516734391451",9801084561
Business Services,Cleaning Equipment & Services,Prudential Services and Trading Pvt. Lt.,"chabahill, Kathmandu, Nepal",www.prudentialservices.com.np,"27.6908243595268,85.2902984619141",9840468618
Business Services,Cleaning Equipment & Services,Cleaning Service Nepal,"Chabahil, Bhaktapur, Nepal",ne-np.facebook.com/dhalsafai/,"27.7171517009752,85.3466256277436",9861607898
Business Services,Cleaning Equipment & Services,Concept Vision Hospitality Services Pvt.Ltd.,"Kalanki-14, Kathmandu, Nepal",www.conceptvision.co,"27.6954412821208,85.280556678772",9851101205
Business Services,Cleaning Equipment & Services,Damak Fast Cleaning Services Pvt. Ltd.,"Chyadokan, Purbali Tol,, 250M, Damak, Nepal",dfcservices.wixsite.com/dfcs,"26.6566932293518,87.6788967097858",9860009303
Business Services,Cleaning Equipment & Services,HerChaha,"Chandragiri - 3, Thankot, Kathmandu, Nepal",www.herchaha.com.np,"27.6923860749574,85.2284241003076",9880775724
Business Services,Cleaning Equipment & Services,Lumbini Laundry house & Cleaning,"Manigram-5, Butwal, Nepal",lumbinilaundry.com,"27.6292829718179,83.4740652801535",9810164508
Business Services,Cleaning Equipment & Services,Nuza Cleaning,"Swayambhu,Bijeshwori, Kathmandu, Nepal",nuza.cleaning,"27.7134226187974,85.2981251478195",9801098947
Business Services,Cleaning Equipment & Services,Doko Recyclers Pvt Ltd,"Sanothimi, Kathmandu, Nepal",www.dokorecyclers.com,"27.6813938815852,85.3625818790615",9851115974
Business Services,Cleaning Equipment & Services,Number One Pest Control Pvt. Ltd.,"Chandol Kathmandu, Kathmandu, Nepal",www.numberonepestcontrolnepal.com,"27.7291,85.3392",9857077772
Business Services,Brokers,Raj Sharma Traders and Consulting Agency Pvt Ltd,"Lazimpat, Kathmandu, Nepal",www.rstca.com.np,"27.7267465893673,85.3196000898438",9813920555
Business Services,Brokers,Tamrakar Corporate Group (TCG),"Mibachhen 15, Bhaktapur, Bhaktapur, Nepal",www.tcg.com.np,"27.6760697981401,85.4247415065765",9851194085
Business Services,Public Relations,Achievers Consulting Services Pvt. Ltd.,"Jahada Road, Biratnagar-13, Morang- Nepal, Biratnagar",www.acsnepal.com.np,"26.4543314084958,87.281789034605",9852026448
Business Services,Public Relations,Pathik foundation,"Dhaulagiri awas-10 ,satungal,kathmandu, Kathmandu, Nepal",www.pathikfoundation.org.np,"27.7139260155815,85.323600769043",9851199747
Business Services,Public Relations,Hotel Simara,"Simara, Bara, Simra, Nepal",hotelsimara.com.np/,"26.8134618777277,85.4837983846664",9855024292
Business Services,Public Relations,Hotel Bishram,"Barahi Path , Lakeside , Pokhara , Nepal, Pokhara",www.hotelbishram.com.np,"28.2083366037389,83.9583563804626",9846061833
Business Services,Public Relations,Hotel Prince Plaza,"Kathmandu, Nepal, Kathmandu",www.hotelprinceplaza.com,"27.7141112270212,85.3373980522156",9851075345
Business Services,Public Relations,Hotel Dream City,"Paknajol marg-16. thamel, Kathmandu , Kathmandu, Nepal",www.hoteldreamcity.com/,"27.7131421984703,85.3085109760742",9849683092
Business Services,Public Relations,Jungle Safari Lodge,"Sauraha, Ratnanagar, Nepal",www.junglesafarilodge.com,"27.5783696283602,84.4943299279114",9851008399
Business Services,Public Relations,Hotel National Park Sauraha,"sauraha road 44200, Chitwan National Park, Chitwan, Nepal, Ratnanagar",www.hotelnationalparksauraha.com.np,"27.5770871384005,84.4994203001261",9845155749
Business Services,Public Relations,Himalayan World Wide Educational Consultancy,"House No. 486 Shantinagar, New Baneshwor, Kathmandu, Nepal, Kathmandu",www.hwwec.edu.np,"27.6890003620311,85.3460076378077",9841259915
Business Services,Public Relations,The Sunrise Hotel & Lodge,"Rolpa, Tulsipur, Nepal",sunrisehotelrolpa.com/,"28.305505,82633115",9867313759
Business Services,Public Relations,Eco Home Kathmandu Hotel,"Raniban ,Kathmandu, Kathmandu, Nepal",ecohomekathmandu.com,"27.7383603310883,85.2897331108584",9841624252
Business Services,Public Relations,Lead Leap Educational Consultancy Pvt.Ltd,"Dillibazar-32 Kathmandu,Nepal, Kathmandu",www.leadleapedu.com,"27.7055959246741,85.3235310316086",9851107152
Business Services,Public Relations,Yellow House Resort,"Kalika, Gaindakot, Bharatpur, Nepal",arpanghale.com.np/,"27.6994310579293,84.4102120399475",9806927163
Business Services,Public Relations,Astrological Service and Advisory center,"Wolkhu, Patan, Nepal",www.jyotishsewa.com,"27.6653939438955,85.3208230063319",9843129915
Business Services,Public Relations,Balaji Restaurent & Lodge,"master marga, kalanki, Kathmandu, Nepal",balajirestro.webs.com,"27.6950800684018,85.2794304659348",9801071231
Business Services,Fire Safety Consultants,Garud International Pvt Ltd,"Jana Marga, Kathmandu, Kathmandu, Nepal",www.garudintl.com,"27.7383194,85.3430128",9801173025
Business Services,Fire Safety Consultants,Axis Investment and Development Pvt. Ltd.,"Gairigaun, Tinkune, Kathmandu, Nepal",www.pasalnepal.com,"27.6883683443276,85.3485724499207",9851134183
Business Services,Fire Safety Consultants,AIT Amy's IT P.Ltd.,"Bu.Na.Pa.10 (Aakashedhara), Kathmandu, Nepal",http:/www.amysit.com.np,"27.7340504851915,85.3572517633438",9851131434
Business Services,Fire Safety Consultants,Global Wings Pvt. Ltd.,"Putalisadak, Kathmandu, Nepal",www.globalwings.edu.np,"27.7102787108462,85.3225708007813",9801062769
Business Services,Fire Safety Consultants,K.R.A Safety Concern Pvt. Ltd,"Koteshwor Ring Road, Kathmandu, Nepal",krasafety.blogspot.com/,"27.6773030582545,85.3477417231636",9851129812
Business Services,Fire Safety Consultants,Technotronic Solution Pvt. Ltd.,"Naya Marga, Hetauda, Nepal",www.technotronicsolution.com.np/,"27.4269381012186,85.0314144690003",9845288888
Business Services,Fire Safety Consultants,NEPAL SAFETY CENTRE PVT. LTD.,"Tinkune, Kathmandu, Nepal, Kathmandu",nepalsafety.com/,"27.6849691949688,85.3466987414361",9801109945
Business Services,Fire Safety Consultants,Nepal Speakers Bureau,"Kathmandu, Kathmandu, Nepal",nepalspeakers.com,"27.6056708264654,85.4248809814453",9843772688
Business Services,Fire Safety Consultants,Agni Enterprises,"Ravibhawan, Kathmandu, Nepal., Kathmandu",agni.com.np,"27.6956002484307,85.2915388900589",9851024094
Business Services,Fire Safety Consultants,Eversafe Nepal Pvt. Ltd.,"Ravibhawan, Kathmandu, Nepal",www.eversafe.com.np,"27.6957379272746,85.290787377654",9851024094
